_id,District,Local Level Name,Total family number,Total household number,Total population,Total Male,Total Female,mismatch,Male percentage,Female percentage,Sex Ration,population density,Average family size,Average household size
187,Dhanusa,Mukhiyapatti Musarmiya Rural Municipality,5585,4467,29351,14937,14414,True,50.89,49.11,1.04,6.5706290575330195,5.26,6.57
188,Dhanusa,Nagarain Municipality,7962,6426,37949,18682,19267,True,49.23,50.77,0.97,5.905539993775288,4.77,5.91
189,Dhanusa,Sabaila Municipality,12279,10144,62510,30630,31880,True,49.0,51.0,0.96,6.162263406940063,5.09,6.16
190,Dhanusa,Sahidnagar Municipality,11288,8944,53546,26387,27159,True,49.28,50.72,0.97,5.986806797853309,4.74,5.99
191,Mahottari,Aurahi Municipality,7841,6376,40834,20496,20338,True,50.19,49.81,1.01,6.404328732747804,5.21,6.4
192,Mahottari,Balwa Municipality,10052,8139,50031,24606,25425,True,49.18,50.82,0.97,6.147069664577958,4.98,6.15
193,Mahottari,Bardibas Municipality,15938,13635,68353,34179,34174,True,50.0,50.0,1.0,5.013054638797213,4.29,5.01
194,Mahottari,Bhangaha Municipality,11336,9017,56570,27508,29062,True,48.63,51.37,0.95,6.273705223466785,4.99,6.27
195,Mahottari,Ekdanra Rural Municipality,6000,4735,32060,16099,15961,True,50.22,49.78,1.01,6.770855332629356,5.34,6.77
196,Mahottari,Gaushala Municipality,16090,13367,73008,36367,36641,True,49.81,50.19,0.99,5.4618089324455745,4.54,5.46
197,Mahottari,Jaleswor Municipality,13685,10607,63501,31620,31881,True,49.79,50.21,0.99,5.986706891675309,4.64,5.99
198,Mahottari,Loharpatti Municipality,9627,7658,46336,22359,23977,True,48.25,51.75,0.93,6.050665970227214,4.81,6.05
199,Mahottari,Mahottari Rural Municipality,6845,5430,32652,16211,16441,True,49.65,50.35,0.99,6.0132596685082875,4.77,6.01
200,Mahottari,Manra Siswa Municipality,9343,7691,49126,24418,24708,True,49.7,50.3,0.99,6.387465869197763,5.26,6.39
201,Mahottari,Matihani Municipality,7356,5748,36063,17620,18443,True,48.86,51.14,0.96,6.274008350730689,4.9,6.27
202,Mahottari,Pipra Rural Municipality,8514,6459,39500,19764,19736,True,50.04,49.96,1.0,6.115497755070444,4.64,6.12
203,Mahottari,Ramgopalpur Municipality,6921,5630,36594,18240,18354,True,49.84,50.16,0.99,6.499822380106572,5.29,6.5
204,Mahottari,Samsi Rural Municipality,7100,5478,38676,18818,19858,True,48.66,51.34,0.95,7.0602409638554215,5.45,7.06
205,Mahottari,Sonama Rural Municipality,9252,7524,51736,26647,25089,True,51.51,48.49,1.06,6.876129718234981,5.59,6.88
206,Sarlahi,Bagmati Municipality,10785,9960,45459,22454,23005,True,49.39,50.61,0.98,4.5641566265060245,4.22,4.56
207,Sarlahi,Balara Municipality,9118,6760,47602,24635,22967,True,51.75,48.25,1.07,7.041715976331361,5.22,7.04
208,Sarlahi,Barahathawa Municipality,16257,13540,83257,42271,40986,True,50.77,49.23,1.03,6.148966026587888,5.12,6.15
209,Sarlahi,Basbariya Rural Municipality,4675,3908,26406,13495,12911,True,51.11,48.89,1.05,6.756908904810645,5.65,6.76
210,Sarlahi,Bishnu Rural Municipality,4784,3587,25870,13350,12520,True,51.6,48.4,1.07,7.212155004181768,5.41,7.21
211,Sarlahi,Bramhapuri Rural Municipality,5383,4048,27878,13831,14047,True,49.61,50.39,0.98,6.886857707509882,5.18,6.89
212,Sarlahi,Chakraghatta Rural Municipality,5041,4150,29166,15057,14109,True,51.63,48.37,1.07,7.0279518072289155,5.79,7.03
213,Sarlahi,Chandranagar Rural Municipality,6808,5320,37517,19111,18406,True,50.94,49.06,1.04,7.052067669172932,5.51,7.05
214,Sarlahi,Dhankaul Rural Municipality,5121,4077,28500,14688,13812,True,51.54,48.46,1.06,6.990434142752023,5.57,6.99
215,Sarlahi,Godaita Municipality,9510,7919,54346,27841,26505,True,51.23,48.77,1.05,6.862735193837605,5.71,6.86
216,Sarlahi,Haripur Municipality,8445,7041,43609,21546,22063,True,49.41,50.59,0.98,6.193580457321403,5.16,6.19
217,Sarlahi,Haripurwa Municipality,6854,5210,36523,18469,18054,True,50.57,49.43,1.02,7.0101727447216895,5.33,7.01
218,Sarlahi,Hariwan Municipality,11120,9984,51333,25283,26050,True,49.25,50.75,0.97,5.1415264423076925,4.62,5.14
219,Sarlahi,Ishworpur Municipality,13776,11907,68626,34124,34502,True,49.72,50.28,0.99,5.763500461913161,4.98,5.76
220,Sarlahi,Kabilasi Municipality,8150,6702,44688,22487,22201,True,50.32,49.68,1.01,6.667860340196956,5.48,6.67
221,Sarlahi,Kaudena Rural Municipality,5805,4478,29226,14638,14588,True,50.09,49.91,1.0,6.5265743635551585,5.03,6.53
222,Sarlahi,Lalbandi Municipality,15960,13905,67507,33555,33952,True,49.71,50.29,0.99,4.854872348076231,4.23,4.85
223,Sarlahi,Malangawa Municipality,10305,7918,53204,27167,26037,True,51.06,48.94,1.04,6.719373579186663,5.16,6.72
224,Sarlahi,Parsa Rural Municipality,4656,3625,24039,12262,11777,True,51.01,48.99,1.04,6.631448275862069,5.16,6.63
225,Sarlahi,Ramnagar Rural Municipality,5853,4373,31687,16335,15352,True,51.55,48.45,1.06,7.24605533958381,5.41,7.25
226,Rautahat,Baudhimai Municipality,6091,4899,39348,20260,19088,True,51.49,48.51,1.06,8.031843233312921,6.46,8.03
227,Rautahat,Brindaban Municipality,8237,6751,50144,24994,25150,True,49.84,50.16,0.99,7.427640349577841,6.09,7.43
228,Rautahat,Chandrapur Municipality,17237,5195,83350,41245,42105,True,49.48,50.52,0.98,5.544100039909538,4.84,16.04
229,Rautahat,Dewahhi Gonahi Municipality,6340,4990,38808,19561,19247,True,50.4,49.6,1.02,7.777154308617234,6.12,7.78
230,Rautahat,Durga Bhagwati Rural Municipality,4136,3369,23226,11809,11417,True,50.84,49.16,1.03,6.8940338379341055,5.62,6.89
231,Rautahat,Gadhimai Municipality,7850,6306,49642,25191,24451,True,50.75,49.25,1.03,7.872185220424992,6.32,7.87
232,Rautahat,Garuda Municipality,9765,7796,60009,30685,29324,True,51.13,48.87,1.05,7.697408927655208,6.15,7.7
233,Rautahat,Gaur Municipality,7743,6062,40368,20655,19713,True,51.17,48.83,1.05,6.659188386671065,5.21,6.66
234,Rautahat,Gujara Municipality,9682,7989,54089,26391,27698,True,48.79,51.21,0.95,6.770434347227438,5.59,6.77
235,Rautahat,Ishanath Municipality,8084,6289,53402,26821,26581,True,50.22,49.78,1.01,8.491334075369693,6.61,8.49
236,Rautahat,Katahariya Municipality,7789,5933,47455,24148,23307,True,50.89,49.11,1.04,7.998483060846115,6.09,8.0
237,Rautahat,Madhav Narayan Municipality,7081,5575,40974,20953,20021,True,51.14,48.86,1.05,7.349596412556054,5.79,7.35
238,Rautahat,Maulapur Municipality,5428,4164,32468,16702,15766,True,51.44,48.56,1.06,7.79731027857829,5.98,7.8
239,Rautahat,Paroha Municipality,7214,5656,46749,23068,23681,True,49.34,50.66,0.97,8.265381895332391,6.48,8.27
240,Rautahat,Phatuwa Bijayapur Municipality,7777,6323,44358,21882,22476,True,49.33,50.67,0.97,7.015340819231377,5.7,7.02
241,Rautahat,Rajdevi Municipality,5919,4600,33836,16923,16913,True,50.01,49.99,1.0,7.355652173913043,5.72,7.36
242,Rautahat,Rajpur Municipality,8254,6205,54372,26939,27433,True,49.55,50.45,0.98,8.762610797743754,6.59,8.76
243,Rautahat,Yemunamai Rural Municipality,4728,3622,28607,14042,14565,True,49.09,50.91,0.96,7.89812258420762,6.05,7.9
244,Bara,Adarshkotwal Rural Municipality,5196,4217,29586,15141,14445,True,51.18,48.82,1.05,7.0158880720891625,5.69,7.02
245,Bara,Baragadhi Rural Municipality,5118,4071,29836,15164,14672,True,50.82,49.18,1.03,7.3289118152788015,5.83,7.33
246,Bara,Bishrampur Rural Municipality,4310,3678,23891,12535,11356,True,52.47,47.53,1.1,6.495649809679174,5.54,6.5
247,Bara,Devtal Rural Municipality,3936,3143,25082,13388,11694,True,53.38,46.62,1.14,7.980273623926185,6.37,7.98
248,Bara,Jitpur Simara Sub-Metropolitian City,23677,5195,25508,60461,58687,True,50.74,49.26,1.03,6.003022974607013,1.08,4.91
249,Bara,Kalaiya Sub-Metropolitian City,23760,5195,25508,72540,68639,True,51.38,48.62,1.06,7.126653205451792,1.07,4.91
250,Bara,Karaiyamai Rural Municipality,5154,4026,29045,14583,14462,True,50.21,49.79,1.01,7.214356681569797,5.64,7.21
251,Bara,Kolhabi Municipality,11495,9728,46200,22362,23838,True,48.4,51.6,0.94,4.749177631578948,4.02,4.75
252,Bara,Mahagadhimai Municipality,9952,8020,59744,30717,29027,True,51.41,48.59,1.06,7.4493765586034915,6.0,7.45
253,Bara,Nijgadh Municipality,8455,7931,36591,18006,18585,True,49.21,50.79,0.97,4.6136678855125455,4.33,4.61
254,Bara,Pacharauta Municipality,6402,5128,40252,20468,19784,True,50.85,49.15,1.03,7.849453978159127,6.29,7.85
255,Bara,Parwanipur Rural Municipality,3664,2975,22466,11767,10699,True,52.38,47.62,1.1,7.551596638655462,6.13,7.55
256,Bara,Pheta Rural Municipality,5195,4414,28922,14888,14034,True,51.48,48.52,1.06,6.55233348436792,5.57,6.55
257,Bara,Prasauni Rural Municipality,3400,2924,21747,11146,10601,True,51.25,48.75,1.05,7.437414500683994,6.4,7.44
258,Bara,Simraungadh Municipality,9064,7645,53103,27378,25725,True,51.56,48.44,1.06,6.946108567691302,5.86,6.95
259,Bara,Suwarna Rural Municipality,5584,4743,35875,18528,17347,True,51.65,48.35,1.07,7.563778199451824,6.42,7.56
260,Parsa,Bahudaramai Municipality,7058,5721,43780,22801,20979,True,52.08,47.92,1.09,7.652508302744275,6.2,7.65
261,Parsa,Bindabasini Rural Municipality,3832,3210,24466,12637,11829,True,51.65,48.35,1.07,7.621806853582554,6.38,7.62
262,Parsa,Birgunj Metropolitian City,47218,5195,25508,139849,128424,True,52.13,47.87,1.09,7.310488595798022,0.54,4.91
263,Parsa,Chhipaharmai Rural Municipality,4316,3698,26742,13732,13010,True,51.35,48.65,1.06,7.231476473769606,6.2,7.23
264,Parsa,Dhobini Rural Municipality,3585,3063,22846,11803,11043,True,51.66,48.34,1.07,7.458700620306889,6.37,7.46
265,Parsa,Jagarnathpur Rural Municipality,5846,4960,32737,16537,16200,True,50.51,49.49,1.02,6.600201612903226,5.6,6.6
266,Parsa,Jirabhawani Rural Municipality,5287,4280,22602,11200,11402,True,49.55,50.45,0.98,5.280841121495327,4.28,5.28
267,Parsa,Kalikamai Rural Municipality,3788,3099,23740,12232,11508,True,51.52,48.48,1.06,7.6605356566634395,6.27,7.66
268,Parsa,Pakahamainpur Rural Municipality,3825,3406,22957,12073,10884,True,52.59,47.41,1.11,6.740164415736935,6.0,6.74
269,Parsa,Parsagadhi Municipality,8002,6653,41477,21023,20454,True,50.69,49.31,1.03,6.234330377273411,5.18,6.23
270,Parsa,Paterwasugauli Rural Municipality,4850,3851,25508,12866,12642,True,50.44,49.56,1.02,6.623734095040249,5.26,6.62
271,Parsa,Pokhariya Municipality,6614,5504,38985,20285,18700,True,52.03,47.97,1.08,7.083030523255814,5.89,7.08
272,Parsa,SakhuwaPrasauni Rural Municipality,6382,5244,35712,17890,17822,True,50.1,49.9,1.0,6.810068649885584,5.6,6.81
273,Parsa,Thori Rural Municipality,4546,4333,17494,8346,9148,True,47.71,52.29,0.91,4.037387491345488,3.85,4.04
274,Sindhuli,Dudhouli Municipality,16231,14869,70679,34227,36452,True,48.43,51.57,0.94,4.753446768444414,4.35,4.75
275,Sindhuli,Ghanglekh Rural Municipality,2875,2801,12701,6214,6487,True,48.93,51.07,0.96,4.534451981435201,4.42,4.53
276,Sindhuli,Golanjor Rural Municipality,4537,4340,19012,9296,9716,True,48.9,51.1,0.96,4.380645161290323,4.19,4.38
277,Sindhuli,Hariharpurgadhi Rural Municipality,5298,5199,26829,13132,13697,True,48.95,51.05,0.96,5.160415464512406,5.06,5.16
278,Sindhuli,Kamalamai Municipality,18238,5195,71811,34922,36889,True,48.63,51.37,0.95,4.5127254446050395,3.94,13.82
279,Sindhuli,Marin Rural Municipality,6089,5843,28988,14277,14711,True,49.25,50.75,0.97,4.961150094129728,4.76,4.96
280,Sindhuli,Phikkal Rural Municipality,3091,3039,14359,7058,7301,True,49.15,50.85,0.97,4.724909509707141,4.65,4.72
281,Sindhuli,Sunkoshi Rural Municipality,5075,4920,18136,8772,9364,True,48.37,51.63,0.94,3.6861788617886178,3.57,3.69
282,Sindhuli,Tinpatan Rural Municipality,7939,7669,35145,17429,17716,True,49.59,50.41,0.98,4.582735689138088,4.43,4.58
283,Ramechhap,Doramba Rural Municipality,5036,4928,17529,8129,9400,True,46.37,53.63,0.86,3.557021103896104,3.48,3.56
284,Ramechhap,Gokulganga Rural Municipality,4897,4773,18363,8826,9537,True,48.06,51.94,0.93,3.8472658705216847,3.75,3.85
285,Ramechhap,Khadadevi Rural Municipality,5507,5392,19381,9174,10207,True,47.34,52.66,0.9,3.5943991097922847,3.52,3.59
286,Ramechhap,Likhu Tamakoshi Rural Municipality,5310,5149,18675,8702,9973,True,46.6,53.4,0.87,3.6269178481258497,3.52,3.63
287,Ramechhap,Manthali Municipality,11105,10212,40230,18967,21263,True,47.15,52.85,0.89,3.9394829612220916,3.62,3.94
288,Ramechhap,Ramechhap Municipality,6663,6456,25117,11829,13288,True,47.1,52.9,0.89,3.89048946716233,3.77,3.89
289,Ramechhap,Sunapati Rural Municipality,4201,4100,14616,6932,7684,True,47.43,52.57,0.9,3.564878048780488,3.48,3.56
290,Ramechhap,Umakunda Rural Municipality,4216,4063,16709,8219,8490,True,49.19,50.81,0.97,4.112478464189023,3.96,4.11
291,Dolakha,Baiteshwor Rural Municipality,5412,5212,17947,8613,9334,True,47.99,52.01,0.92,3.443399846508058,3.32,3.44
292,Dolakha,Bhimeshwor Municipality,10265,9049,35122,16895,18227,True,48.1,51.9,0.93,3.8813128522488674,3.42,3.88
293,Dolakha,Bigu Rural Municipality,5055,4805,16299,7853,8446,True,48.18,51.82,0.93,3.392091571279917,3.22,3.39
294,Dolakha,Gaurishankar Rural Municipality,4667,4612,15982,7889,8093,True,49.36,50.64,0.97,3.4653078924544665,3.42,3.47
295,Dolakha,Jiri Municipality,4102,3959,15500,7530,7970,True,48.58,51.42,0.94,3.9151300833543825,3.78,3.92
296,Dolakha,Kalinchok Rural Municipality,6268,6046,21210,10354,10856,True,48.82,51.18,0.95,3.5081045319219317,3.38,3.51
297,Dolakha,Melung Rural Municipality,4877,4759,16051,7571,8480,True,47.17,52.83,0.89,3.372767388106745,3.29,3.37
298,Dolakha,Sailung Rural Municipality,5248,5088,18328,9048,9280,True,49.37,50.63,0.98,3.602201257861635,3.49,3.6
299,Dolakha,Tamakoshi Rural Municipality,4759,4317,15237,7369,7868,True,48.36,51.64,0.94,3.5295343988881167,3.2,3.53
300,Sindhupalchok,Barhabise Municipality,6994,6677,24158,11980,12178,True,49.59,50.41,0.98,3.6180919574659276,3.45,3.62
301,Sindhupalchok,Balefi Rural Municipality,4730,4467,16465,8062,8403,True,48.96,51.04,0.96,3.685918961271547,3.48,3.69
302,Sindhupalchok,Bhotekoshi Rural Municipality,3769,3622,14239,7259,6980,True,50.98,49.02,1.04,3.931253451131971,3.78,3.93
303,Sindhupalchok,Chautara SangachokGadhi Municipality,11936,11111,42962,20356,22606,True,47.38,52.62,0.9,3.8666186661866617,3.6,3.87
304,Sindhupalchok,Helambu Rural Municipality,4755,4589,17723,8907,8816,True,50.26,49.74,1.01,3.862061451296579,3.73,3.86
305,Sindhupalchok,Indrawati Rural Municipality,6812,6584,25518,12114,13404,True,47.47,52.53,0.9,3.8757594167679223,3.75,3.88
306,Sindhupalchok,Jugal Rural Municipality,4698,4549,19148,9657,9491,True,50.43,49.57,1.02,4.209276764123984,4.08,4.21
307,Sindhupalchok,Lisangkhu Pakhar Rural Municipality,3746,3605,11560,5713,5847,True,49.42,50.58,0.98,3.206657420249653,3.09,3.21
308,Sindhupalchok,Melamchi Municipality,11349,10811,41170,20073,21097,True,48.76,51.24,0.95,3.8081583572287485,3.63,3.81
309,Sindhupalchok,Panchpokhari Thangpal Rural Municipality,5917,5634,20978,10596,10382,True,50.51,49.49,1.02,3.7234646787362444,3.55,3.72
310,Sindhupalchok,Sunkoshi Rural Municipality,4597,4509,15307,7376,7931,True,48.19,51.81,0.93,3.3947660235085384,3.33,3.39
311,Sindhupalchok,Tripurasundari Rural Municipality,3653,3551,12194,5972,6222,True,48.97,51.03,0.96,3.4339622641509435,3.34,3.43
312,Kavrepalanchok,Banepa Municipality,16973,12545,67629,33180,34449,True,49.06,50.94,0.96,5.390912714228777,3.98,5.39
313,Kavrepalanchok,Bethanchowk Rural Municipality,3900,3730,14996,7229,7767,True,48.21,51.79,0.93,4.020375335120644,3.85,4.02
314,Kavrepalanchok,Bhumlu Rural Municipality,4524,4407,15858,7607,8251,True,47.97,52.03,0.92,3.5983662355343773,3.51,3.6
315,Kavrepalanchok,Chaurideurali Rural Municipality,4181,4084,14106,6668,7438,True,47.27,52.73,0.9,3.453966699314398,3.37,3.45
316,Kavrepalanchok,Dhulikhel Municipality,8808,7309,36183,18501,17682,True,51.13,48.87,1.05,4.950472020796279,4.11,4.95
317,Kavrepalanchok,Khanikhola Rural Municipality,2484,2455,12375,6131,6244,True,49.54,50.46,0.98,5.040733197556008,4.98,5.04
318,Kavrepalanchok,Mahabharat Rural Municipality,3327,3297,16148,7933,8215,True,49.13,50.87,0.97,4.897785865938732,4.85,4.9
319,Kavrepalanchok,Mandandeupur Municipality,8220,7861,31261,15335,15926,True,49.05,50.95,0.96,3.9767205190179364,3.8,3.98
320,Kavrepalanchok,Namobuddha Municipality,7406,6988,26280,12579,13701,True,47.87,52.13,0.92,3.7607326846021754,3.55,3.76
321,Kavrepalanchok,Panauti Municipality,12986,11555,52078,25457,26621,True,48.88,51.12,0.96,4.506966681090437,4.01,4.51
322,Kavrepalanchok,Panchkhal Municipality,9295,8783,35992,17471,18521,True,48.54,51.46,0.94,4.0979164294660135,3.87,4.1
323,Kavrepalanchok,Roshi Rural Municipality,6148,6039,23551,11458,12093,True,48.65,51.35,0.95,3.8998178506375227,3.83,3.9
324,Kavrepalanchok,Temal Rural Municipality,4930,4872,16959,8197,8762,True,48.33,51.67,0.94,3.480911330049261,3.44,3.48
325,Lalitpur,Bagmati Rural Municipality,2800,2735,11196,5637,5559,True,50.35,49.65,1.01,4.093601462522852,4.0,4.09
326,Lalitpur,Godawari Municipality,24771,5195,25508,49707,51265,True,49.23,50.77,0.97,4.815987789754841,1.03,4.91
327,Lalitpur,Konjyosom Rural Municipality,2176,2148,9042,4499,4543,True,49.76,50.24,0.99,4.209497206703911,4.16,4.21
328,Lalitpur,Lalitpur Metropolitian City,77872,5195,25508,150702,149141,True,50.26,49.74,1.01,6.113754995514232,0.33,4.91
329,Lalitpur,Mahalaxmi Municipality,31509,5195,25508,60388,58322,True,50.87,49.13,1.04,5.746163899511109,0.81,4.91
330,Lalitpur,Mahankal Rural Municipality,1878,1836,7861,3913,3948,True,49.78,50.22,0.99,4.281590413943355,4.19,4.28
331,Bhaktapur,Bhaktapur Municipality,18854,12200,78854,39664,39190,True,50.3,49.7,1.01,6.4634426229508195,4.18,6.46
332,Bhaktapur,Changunarayan Municipality,21946,5195,25508,44073,44539,True,49.74,50.26,0.99,5.100558337650377,1.16,4.91
333,Bhaktapur,Madhyapur Thimi Municipality,31768,5195,25508,60954,59001,True,50.81,49.19,1.03,6.80055558705142,0.8,4.91
334,Bhaktapur,Suryabinayak Municipality,35885,5195,25508,68971,69000,True,49.99,50.01,1.0,5.837077463299065,0.71,4.91
335,Kathmandu,Budhanilakantha Municipality,47169,5195,25508,89284,90404,True,49.69,50.31,0.99,6.67736900780379,0.54,4.91
336,Kathmandu,Chandragiri Municipality,36012,5195,25508,68350,68578,True,49.92,50.08,1.0,6.204259175351155,0.71,4.91
337,Kathmandu,Dakshinkali Municipality,6527,5568,26744,13179,13565,True,49.28,50.72,0.97,4.80316091954023,4.1,4.8
338,Kathmandu,Gokarneshwor Municipality,40114,5195,25508,74453,76747,True,49.24,50.76,0.97,7.917059377945335,0.64,4.91
339,Kathmandu,Kageshwori Manahora Municipality,34794,5195,25508,66138,67189,True,49.61,50.39,0.98,6.340450827468138,0.73,4.91
340,Kathmandu,Kathmandu Metropolitian City,231714,5195,25508,431501,414266,True,51.02,48.98,1.04,8.00544255033176,0.11,4.91
341,Kathmandu,Kirtipur Municipality,24211,12676,81782,43378,38404,True,53.04,46.96,1.13,6.451719785421268,3.38,6.45
342,Kathmandu,Nagarjun Municipality,31323,5195,25508,57631,57876,True,49.89,50.11,1.0,6.613248597274705,0.81,4.91
343,Kathmandu,Shankharapur Municipality,7275,6479,30414,15188,15226,True,49.94,50.06,1.0,4.694242938725112,4.18,4.69
344,Kathmandu,Tarakeshwor Municipality,41364,5195,25508,75300,76208,True,49.7,50.3,0.99,7.006798316607316,0.62,4.91
345,Kathmandu,Tokha Municipality,37413,5195,25508,67396,68345,True,49.65,50.35,0.99,7.874064620917687,0.68,4.91
346,Nuwakot,Belkotgadhi Municipality,9464,9244,35200,17139,18061,True,48.69,51.31,0.95,3.8078753786239723,3.72,3.81
347,Nuwakot,Bidur Municipality,15604,13911,60111,29043,31068,True,48.32,51.68,0.93,4.321112788440802,3.85,4.32
348,Nuwakot,Dupcheshwar Rural Municipality,5195,5023,21019,10473,10546,True,49.83,50.17,0.99,4.184551065100537,4.05,4.18
349,Nuwakot,Kakani Rural Municipality,6388,6012,24323,11969,12354,True,49.21,50.79,0.97,4.045741849634065,3.81,4.05
350,Nuwakot,Kispang Rural Municipality,3969,3853,14122,6920,7202,True,49.0,51.0,0.96,3.6651959512068517,3.56,3.67
351,Nuwakot,Likhu Rural Municipality,4604,4374,17737,8646,9091,True,48.75,51.25,0.95,4.055098308184728,3.85,4.06
352,Nuwakot,Myagang Rural Municipality,3755,3595,12417,6086,6331,True,49.01,50.99,0.96,3.453963838664812,3.31,3.45
353,Nuwakot,Panchakanya Rural Municipality,3629,3539,13864,6771,7093,True,48.84,51.16,0.95,3.9174908166148628,3.82,3.92
354,Nuwakot,Shivapuri Rural Municipality,4877,4795,16979,8115,8864,True,47.79,52.21,0.92,3.5409801876955163,3.48,3.54
355,Nuwakot,Suryagadhi Rural Municipality,3842,3776,14929,7256,7673,True,48.6,51.4,0.95,3.953654661016949,3.89,3.95
356,Nuwakot,Tadi Rural Municipality,4031,3867,16055,7911,8144,True,49.27,50.73,0.97,4.151797258856995,3.98,4.15
357,Nuwakot,Tarkeshwar Rural Municipality,3792,3735,14164,6670,7494,True,47.09,52.91,0.89,3.792235609103079,3.74,3.79
358,Rasuwa,Gosaikunda Rural Municipality,2477,2149,8043,4071,3972,True,50.62,49.38,1.02,3.742671009771987,3.25,3.74
359,Rasuwa,Kalika Rural Municipality,2474,2412,10172,5011,5161,True,49.26,50.74,0.97,4.217247097844113,4.11,4.22
360,Rasuwa,Naukunda Rural Municipality,2899,2878,12095,6059,6036,True,50.1,49.9,1.0,4.2025712300208475,4.17,4.2
361,Rasuwa,Amachodingmo Rural Municipality,1727,1688,6673,3486,3187,True,52.24,47.76,1.09,3.9531990521327014,3.86,3.95
362,Rasuwa,Uttargaya Rural Municipality,2264,2235,8571,4232,4339,True,49.38,50.62,0.98,3.8348993288590605,3.79,3.83
363,Dhading,Benighat Rorang Rural Municipality,7791,6979,34473,17542,16931,True,50.89,49.11,1.04,4.939532884367388,4.42,4.94
364,Dhading,Dhunibesi Municipality,7235,6777,29126,14411,14715,True,49.48,50.52,0.98,4.297771875461119,4.03,4.3
365,Dhading,Gajuri Rural Municipality,6909,6306,28756,14471,14285,True,50.32,49.68,1.01,4.560101490643831,4.16,4.56
366,Dhading,Galchi Rural Municipality,6212,5783,24206,11875,12331,True,49.06,50.94,0.96,4.185716756008992,3.9,4.19
367,Dhading,Gangajamuna Rural Municipality,5305,5183,19460,9494,9966,True,48.79,51.21,0.95,3.7545822882500484,3.67,3.75
368,Dhading,Jwalamukhi Rural Municipality,6116,5972,21202,9898,11304,True,46.68,53.32,0.88,3.5502344273275286,3.47,3.55
369,Dhading,Khaniyabash Rural Municipality,2640,2618,10680,5175,5505,True,48.46,51.54,0.94,4.0794499618029025,4.05,4.08
370,Dhading,Netrawati Dabjong Rural Municipality,3295,3242,11271,5390,5881,True,47.82,52.18,0.92,3.4765576804441705,3.42,3.48
371,Dhading,Nilakantha Municipality,16579,14281,58151,27136,31015,True,46.66,53.34,0.87,4.071913731531406,3.51,4.07
372,Dhading,Rubi Valley Rural Municipality,3005,2989,10472,5261,5211,True,50.24,49.76,1.01,3.503512880562061,3.48,3.5
373,Dhading,Siddhalek Rural Municipality,5883,5795,22212,10652,11560,True,47.96,52.04,0.92,3.8329594477998272,3.78,3.83
